"","Genes","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"6180","DGCR6L",5.27908561503105e-12,0.197033088570683,0.127,0.181,8.50196738300751e-08
"6181","MKRN1",5.29995538511961e-12,0.215170257119592,0.131,0.185,8.53557814773513e-08
"6182","RRP7A",5.30003902914964e-12,0.181502614281741,0.107,0.156,8.53571285644549e-08
"6183","CPSF3",5.52076247972891e-12,0.1270629881712,0.034,0.061,8.89118797360341e-08
"6184","ERCC8",5.55298118753232e-12,-0.712689387832677,0.01,0.03,8.9430762025208e-08
"6185","U2AF1",5.58943476120206e-12,0.538370849474789,0.1,0.149,9.00178468291592e-08
"6186","RNF122",5.64615608176904e-12,-0.873524392603389,0.006,0.022,9.09313436968904e-08
"6187","OIP5",5.65119709391748e-12,-1.11600241826244,0.004,0.019,9.1012529197541e-08
"6188","VAC14",5.85100546714405e-12,-0.436057629865019,0.021,0.045,9.42304430483549e-08
"6189","MAST3",5.86581745613257e-12,-0.416598031507871,0.016,0.038,9.4468990131015e-08
"6190","NAMPT",5.93236223277407e-12,0.107227188836623,0.146,0.2,9.55406937588264e-08
"6191","OARD1",5.99384593991038e-12,0.274459184136969,0.093,0.138,9.65308888622566e-08
"6192","PIN4",5.99949128285729e-12,1.13123024173447,0.214,0.192,9.66218071104166e-08
"6193","ST6GAL2",6.02145145662387e-12,-3.72613651715881,0,0.013,9.69754757089275e-08
"6194","EFNA3",6.03655072046198e-12,-0.915417718999123,0.004,0.019,9.72186493530402e-08
"6195","GLRX3",6.06608493921962e-12,0.286846820827605,0.114,0.165,9.7694297946132e-08
"6196","PLCXD2",6.08246643462081e-12,-5.08287488656007,0,0.013,9.79581219295681e-08
"6197","SHCBP1",6.14811574135458e-12,-1.46072441163113,0.002,0.016,9.90154040145154e-08
"6198","ATP9B",6.14996824277064e-12,-0.116857603800856,0.029,0.055,9.90452385498212e-08
"6199","FREM1",6.15420294757425e-12,-5.45299208601403,0,0.013,9.91134384706833e-08
"6200","TADA3",6.20485308019925e-12,0.166911786198031,0.115,0.165,9.99291588566089e-08
"6201","XK",6.21179432935542e-12,-4.63839097849918,0.001,0.013,1.00040947674269e-07
"6202","MLF2",6.23117475601964e-12,0.269858713730461,0.225,0.306,1.00353069445696e-07
"6203","POLDIP2",6.25009833442454e-12,0.36298763849281,0.086,0.129,1.00657833675907e-07
"6204","REG1A",6.25102702917827e-12,-3.95458819203442,0.016,0.037,1.00672790304916e-07
"6205","U2SURP",6.48278075208407e-12,0.238915820641019,0.19,0.258,1.04405184012314e-07
"6206","EMCN",6.48613052634152e-12,-1.62416687523664,0.007,0.023,1.0445913212673e-07
"6207","SUV39H2",6.52959856581473e-12,-1.06088038804572,0.005,0.021,1.05159184902446e-07
"6208","ATP6V0D1",6.58332018797231e-12,0.123317777096426,0.139,0.195,1.06024371627294e-07
"6209","NDUFA7",6.617233843537e-12,0.231291762183785,0.11,0.159,1.06570551050163e-07
"6210","EXTL2",6.67333086344119e-12,1.33038410240147,0.078,0.055,1.0747399355572e-07
"6211","UBAC1",6.85838273556212e-12,0.10959948194759,0.041,0.072,1.10454253956228e-07
"6212","ENPP7",6.89859761606915e-12,-7.5763965226791,0,0.012,1.11101914606794e-07
"6213","CROCC",6.93357382170298e-12,-0.57158743219479,0.013,0.033,1.11665206398527e-07
"6214","ARFIP1",6.94135026466767e-12,1.2788687211038,0.106,0.08,1.11790446012473e-07
"6215","GPR63",6.94556317084506e-12,-3.40453890374596,0.001,0.014,1.1185829486646e-07
"6216","OSBPL7",7.00631550542955e-12,-0.639737177832527,0.011,0.03,1.12836711214943e-07
"6217","BIRC2",7.03382861793334e-12,1.01362148450888,0.167,0.139,1.13279809891816e-07
"6218","GNS",7.08010605523928e-12,0.117643291050644,0.04,0.07,1.14025108019629e-07
"6219","UTP14C",7.1326816203842e-12,-0.266705509388536,0.008,0.026,1.14871837496288e-07
"6220","LARS2",7.24154582747855e-12,-0.774113155578645,0.005,0.021,1.16625095551542e-07
"6221","C17orf75",7.24463913969537e-12,-0.117233450926083,0.022,0.045,1.16674913344794e-07
"6222","BTN3A1",7.36189574256292e-12,-0.436613553388125,0.044,0.074,1.18563330933976e-07
"6223","VMA21",7.46590628262621e-12,0.241933673440299,0.072,0.111,1.20238420681695e-07
"6224","PHF14",7.49638656506531e-12,0.146998218700165,0.174,0.237,1.20729305630377e-07
"6225","KLHL21",7.6490747326447e-12,1.5833790165152,0.04,0.024,1.23188348569243e-07
"6226","TXNIP",7.71962554046041e-12,0.115149234664413,0.572,0.568,1.24324569329115e-07
"6227","C1orf116",7.7633977558401e-12,-0.663483025374273,0.002,0.016,1.25029520857805e-07
"6228","GAB2",7.81292325771025e-12,-0.837948600677118,0.006,0.022,1.25827129065424e-07
"6229","SEZ6L2",7.95685282514104e-12,-0.394092332679279,0.015,0.035,1.28145114748896e-07
"6230","ZFP62",8.0911961394782e-12,-0.174290094817524,0.019,0.042,1.30308713826296e-07
"6231","ADAR",8.09792049101141e-12,0.157077283144124,0.16,0.22,1.30417009507739e-07
"6232","NKAIN4",8.17177901577535e-12,-0.834500163490949,0.015,0.036,1.31606501049062e-07
"6233","POLR1A",8.21624607115187e-12,-0.612200019050397,0.01,0.028,1.32322642975901e-07
"6234","SLC37A3",8.30579877888586e-12,1.41369406357831,0.069,0.047,1.33764889333957e-07
"6235","BHLHE41",8.35535354194364e-12,-0.852230421856885,0.007,0.024,1.34562968793002e-07
"6236","AP3M2",8.36845672656741e-12,-0.486333532875919,0.039,0.067,1.34773995581368e-07
"6237","RPP25L",8.49715895061438e-12,0.360310423471399,0.062,0.098,1.36846744899645e-07
"6238","EPHB4",8.64104280514705e-12,-0.173068425750595,0.012,0.032,1.39163994376893e-07
"6239","NRBP1",8.66172057546578e-12,0.16641153101673,0.125,0.177,1.39497009867876e-07
"6240","BCAP31",8.81153209523623e-12,0.170601060040216,0.24,0.323,1.41909724393779e-07
"6241","ZNF124",8.86590829409649e-12,-0.495617947122122,0.013,0.033,1.42785453076424e-07
"6242","SEL1L",8.9688380482458e-12,0.29997195698277,0.081,0.123,1.44443136766999e-07
"6243","UQCRQ",9.10643611496196e-12,-0.202985127079714,0.422,0.514,1.46659153631462e-07
"6244","GRHL2",9.10643926491245e-12,-6.67520035862365,0,0.012,1.46659204361415e-07
"6245","SURF2",9.235966675427e-12,0.175870850090196,0.064,0.1,1.48745243307752e-07
"6246","EIF3C",9.32685206234245e-12,-0.480723892701568,0.008,0.025,1.50208952464025e-07
"6247","CLSTN1",9.33175611084583e-12,1.1613705909021,0.144,0.117,1.50287932165172e-07
"6248","ABCG1",9.33373938759345e-12,-0.298193369897638,0.021,0.044,1.50319872837193e-07
"6249","ATP8B4",9.34801056104465e-12,-4.10223303236314,0.001,0.014,1.50549710085624e-07
"6250","RSRC2",9.39681293755334e-12,0.659999102037738,0.366,0.367,1.51335672359297e-07
"6251","NEK8",9.44372717414734e-12,-0.425390170812588,0.013,0.033,1.52091226139643e-07
"6252","FBLN7",9.61857468669952e-12,1.07642597004205,0.045,0.027,1.54907145329296e-07
"6253","MEF2D",9.62854265932903e-12,-0.104964926139396,0.041,0.071,1.55067679528494e-07
"6254","RIPK1",9.80822715920091e-12,-0.389671050702252,0.023,0.046,1.57961498398931e-07
"6255","OSBP",9.93146337155729e-12,0.116664137008754,0.032,0.059,1.5994621759893e-07
"6256","PPIP5K1",1.00112851781265e-11,-1.5532846307039,0.004,0.019,1.61231747793728e-07
"6257","NDUFS3",1.02972130631825e-11,0.263074045047944,0.17,0.235,1.65836616382554e-07
"6258","GLOD4",1.0392610931535e-11,0.294356333551979,0.117,0.167,1.67372999052372e-07
"6259","IFNGR2",1.04417816999379e-11,1.05840736309949,0.206,0.181,1.681648942775e-07
"6260","POLR3D",1.04845811932999e-11,0.117402779944414,0.037,0.066,1.68854180118095e-07
"6261","SPAG7",1.05818015730119e-11,0.299992296234393,0.149,0.209,1.70419914333356e-07
"6262","TESK1",1.05955400693024e-11,-0.653108452625657,0.01,0.028,1.70641172816115e-07
"6263","LRRK1",1.06793037731378e-11,-0.749137884222234,0.013,0.033,1.71990187266385e-07
"6264","NADK2",1.08830627164838e-11,0.119598167872554,0.012,0.032,1.75271725048971e-07
"6265","MRPL51",1.08914270119882e-11,0.746163904402691,0.343,0.343,1.75406432028071e-07
"6266","ZBTB48",1.09225923380927e-11,-0.304922661028736,0.025,0.049,1.75908349604984e-07
"6267","SSH1",1.09341260356069e-11,1.31850121457166,0.058,0.038,1.76094099803449e-07
"6268","TCEANC2",1.105434961702e-11,-1.40087347397825,0.006,0.023,1.78030300582108e-07
"6269","CYP4V2",1.10872768782205e-11,-0.439945931896556,0.024,0.048,1.7856059412374e-07
"6270","SLC27A5",1.11058046831743e-11,-0.219991192483901,0.016,0.037,1.78858984422522e-07
"6271","MT3",1.11390841368964e-11,2.73165060499013,0.014,0.006,1.79394950024717e-07
"6272","ACVR1",1.11633898413383e-11,1.48886486872503,0.043,0.026,1.79786393394753e-07
"6273","GATA5",1.13169904470212e-11,-3.98091194379463,0,0.012,1.82260131149276e-07
"6274","CNPY4",1.13467449159414e-11,1.37684988542261,0.074,0.051,1.82739326871236e-07
"6275","TMEM191C",1.13655575455379e-11,-1.24265654497621,0.006,0.022,1.83042304270888e-07
"6276","VCPIP1",1.15729580968314e-11,-0.179886092387755,0.03,0.056,1.8638249014947e-07
"6277","ZNF683",1.17285999297061e-11,-8.347114538798,0,0.012,1.88889101867917e-07
"6278","ARL8B",1.17554227233153e-11,0.179086352536205,0.072,0.11,1.89321082958992e-07
"6279","NAT2",1.18409178354929e-11,-3.06419388376733,0,0.012,1.90697981740613e-07
"6280","HSF1",1.20240515453144e-11,0.24682801001964,0.112,0.161,1.93647350137288e-07
"6281","EMC6",1.22802812126387e-11,0.30697251847502,0.144,0.203,1.97773928929546e-07
"6282","LAMA3",1.23438554934633e-11,-0.856124635985072,0.008,0.026,1.98797792722226e-07
"6283","KIAA1211",1.23634854018383e-11,-6.66750704352964,0,0.012,1.99113932396606e-07
"6284","REPIN1",1.23948952524317e-11,0.101656372266861,0.074,0.113,1.99619788040413e-07
"6285","PGLYRP2",1.25863772556666e-11,-2.75084644131339,0.001,0.013,2.02703605702511e-07
"6286","PFKFB2",1.31438868848922e-11,-0.705215233944858,0.009,0.026,2.11682298281189e-07
"6287","XBP1",1.3162289172145e-11,-0.410346777247731,0.291,0.363,2.11978667117395e-07
"6288","PVRIG",1.3194031425445e-11,-7.01928011484787,0,0.012,2.12489876106791e-07
"6289","PTPN14",1.32656779116847e-11,1.62208390918219,0.041,0.024,2.13643742767681e-07
"6290","MASTL",1.32693681064969e-11,-0.950349362591951,0.007,0.024,2.13703173355133e-07
"6291","ZNF880",1.33337952041016e-11,-0.216304636240622,0.025,0.049,2.14740771762057e-07
"6292","KCNH8",1.3377243500591e-11,2.14628846805738,0.013,0.005,2.15440506577018e-07
"6293","GMPS",1.34315067005906e-11,0.173282540851893,0.069,0.107,2.16314415413011e-07
"6294","KLF7",1.36808593464601e-11,1.36251500909808,0.061,0.041,2.2033023977474e-07
"6295","CDO1",1.39818134457455e-11,-5.58299113524338,0,0.012,2.25177105543731e-07
"6296","OPTN",1.4152431890225e-11,0.817106375006466,0.193,0.165,2.27924915592073e-07
"6297","URM1",1.43972214533405e-11,0.291446080368884,0.115,0.165,2.31867251506049e-07
"6298","SLC25A19",1.47438508871889e-11,-0.204264171821316,0.021,0.043,2.37449718538177e-07
"6299","TRGV3",1.47985114500360e-11,-5.22845060829753,0,0.012,2.38330026902831e-07
"6300","LINC00668",1.48164717770123e-11,-7.14663202125243,0,0.012,2.38619277968784e-07
"6301","VDAC3",1.49843773688535e-11,0.959900427716688,0.243,0.225,2.41323397525385e-07
"6302","ITGAX",1.49998436446238e-11,-7.60768835153046,0,0.012,2.41572481896666e-07
"6303","KDM1B",1.5017018146557e-11,-0.564197278314881,0.012,0.031,2.41849077250301e-07
"6304","NGRN",1.50777018485011e-11,0.84399972554243,0.157,0.128,2.4282638827011e-07
"6305","GPS1",1.51361802749162e-11,0.315245176374034,0.096,0.141,2.43768183327525e-07
"6306","LINC00996",1.53128524429533e-11,-2.95873227069955,0.001,0.014,2.46613488593763e-07
"6307","MRPS18C",1.5480717203532e-11,1.07668479959317,0.214,0.193,2.49316950562882e-07
"6308","SLC19A1",1.54877255923208e-11,-0.686627522133528,0.006,0.022,2.49429820664327e-07
"6309","ZMAT5",1.55954231453441e-11,1.37555636663856,0.107,0.082,2.51164289755766e-07
"6310","TRAV8-2",1.56459472807476e-11,-8.1803749129554,0,0.012,2.5197798095644e-07
"6311","IMMP2L",1.57024975492565e-11,1.33017933304945,0.084,0.06,2.52888723030776e-07
"6312","CYP2C18",1.57345860487318e-11,-4.15564635464478,0,0.012,2.53405508314825e-07
"6313","SLC29A2",1.58184103622513e-11,-1.80845919915752,0.003,0.017,2.54755498884058e-07
"6314","PLCD1",1.58831088901303e-11,-0.524160943017097,0.015,0.035,2.55797468675548e-07
"6315","ATP6V0A2",1.60263366166071e-11,-0.356533726900824,0.026,0.05,2.58104151210457e-07
"6316","ZNF609",1.60839651959156e-11,-0.296698506391133,0.028,0.052,2.59032259480221e-07
"6317","TM9SF3",1.61893996982928e-11,0.122462758016941,0.128,0.18,2.60730282141005e-07
"6318","TRAM1",1.6310399549373e-11,0.719762033214826,0.323,0.316,2.62678984742651e-07
"6319","FLRT2",1.63417859181666e-11,-1.09367225326493,0.008,0.025,2.63184462212073e-07
"6320","NUP155",1.64321349665377e-11,-0.273028031853117,0.017,0.039,2.64639533636089e-07
"6321","ANKRD53",1.6544362327046e-11,2.31174717470344,0.01,0.004,2.66446955277076e-07
"6322","ADM",1.66756818902607e-11,-0.285274393342744,0.041,0.07,2.68561856842649e-07
"6323","SLC51A",1.66979067613372e-11,-1.30931904589373,0.003,0.017,2.68919788391335e-07
"6324","SAPCD2",1.68541935330718e-11,-2.42497116342,0.001,0.013,2.71436786850121e-07
"6325","DDX47",1.70650353946146e-11,-1.32728091492431,0.004,0.018,2.74832395030269e-07
"6326","MRPL13",1.70797478841094e-11,0.3403556999157,0.118,0.17,2.75069339673583e-07
"6327","ENKD1",1.715539092392e-11,2.08392900918996,0.028,0.015,2.76287570829731e-07
"6328","ARMCX6",1.71789437344072e-11,0.293017634453496,0.085,0.127,2.76666888842627e-07
"6329","MAP7D3",1.73654809954349e-11,1.30470882057455,0.075,0.052,2.79671071431479e-07
"6330","FOXO1",1.73866336455871e-11,1.16511566473029,0.095,0.07,2.8001173486218e-07
"6331","CUL5",1.75997627225661e-11,0.180209091787231,0.082,0.122,2.83444178646927e-07
"6332","MOCS1",1.78321416972691e-11,2.14830316428996,0.023,0.011,2.87186642034519e-07
"6333","FAM169A",1.80390903268439e-11,-7.07357545762181,0,0.012,2.9051954971382e-07
"6334","IGHV3-48",1.80815880024061e-11,-6.65940912664252,0.002,0.016,2.91203974778751e-07
"6335","BDKRB2",1.81652838358853e-11,-3.20440735247396,0.002,0.015,2.92551896176933e-07
"6336","LIPG",1.81735748439442e-11,-2.85881557806537,0.002,0.016,2.92685422861721e-07
"6337","SECTM1",1.86646646733746e-11,-2.53529826976409,0.002,0.016,3.00594424564698e-07
"6338","KIAA1211L",1.87171608965628e-11,-6.88065323968671,0,0.012,3.01439876239144e-07
"6339","EVA1A",1.90136811743107e-11,-1.6525981356189,0.004,0.02,3.06215335312274e-07
"6340","CEBPZ",1.90265765483353e-11,0.273164541029173,0.127,0.179,3.06423015310941e-07
"6341","CSNK2A1",1.91436776417459e-11,0.359968751354323,0.103,0.15,3.08308928420318e-07
"6342","RAB15",1.91692835155571e-11,-2.33275646099176,0.002,0.015,3.08721311018048e-07
"6343","WDR4",1.92131987209949e-11,-0.54030321313281,0.009,0.026,3.09428565401623e-07
"6344","PSPH",1.93955485061271e-11,0.390111417347782,0.018,0.04,3.12365308691178e-07
"6345","CHCHD6",1.93999634395184e-11,0.10010624977106,0.025,0.049,3.12436411193444e-07
"6346","CIITA",1.98655012315346e-11,0.745812605302703,0.069,0.046,3.19933897333864e-07
"6347","GINS4",2.00054945675551e-11,-0.788705657576005,0.006,0.022,3.22188490010475e-07
"6348","RCE1",2.01896981092797e-11,0.120264610790716,0.044,0.074,3.25155088049949e-07
"6349","KPNA2",2.02500380765426e-11,-0.350343091723134,0.096,0.137,3.26126863222719e-07
"6350","PLD1",2.0362125126286e-11,-0.295534773800657,0.012,0.031,3.27932025158835e-07
"6351","CTC1",2.03626350923973e-11,-0.650484295512735,0.012,0.03,3.27940238163059e-07
"6352","GLRB",2.04274222002638e-11,2.69389440471178,0.011,0.004,3.28983634535248e-07
"6353","KLRC3",2.05620640021758e-11,-4.67239328545269,0,0.012,3.31152040755041e-07
"6354","FAIM2",2.05692696043745e-11,-5.09650892204838,0,0.012,3.31268086978452e-07
"6355","LIN54",2.07038981550081e-11,-0.344497981697724,0.01,0.029,3.33436279786406e-07
"6356","IL7",2.08346982591191e-11,-1.35482103695412,0.007,0.023,3.35542815463113e-07
"6357","LRRC25",2.09079529523727e-11,-4.0232116443058,0,0.012,3.36722582297962e-07
"6358","DNAJC13",2.09796474042667e-11,-0.191707085422724,0.023,0.047,3.37877221445715e-07
"6359","RAD18",2.11614256006118e-11,-0.738641977784482,0.009,0.027,3.40804759297853e-07
"6360","MATN1-AS1",2.12676345875539e-11,-1.47350851452916,0.003,0.016,3.42515255032556e-07
"6361","DBNDD1",2.14133052068219e-11,-2.87854739144072,0.001,0.014,3.44861280355867e-07
"6362","NSUN7",2.15249810863504e-11,-0.810766247496855,0.005,0.02,3.46659820395674e-07
"6363","PHF21A",2.17063948335951e-11,-0.128931245449046,0.032,0.058,3.49581488795049e-07
"6364","RNASEK",2.17114753913701e-11,0.453260231284712,0.345,0.319,3.49663311178015e-07
"6365","UPF2",2.1917320920055e-11,0.112991722271019,0.139,0.192,3.52978453417485e-07
"6366","GNPDA1",2.22453257369514e-11,0.149531425308081,0.044,0.073,3.58260970993602e-07
"6367","NSD1",2.24537328769912e-11,0.27627773376589,0.111,0.16,3.61617367983944e-07
"6368","PTPRJ",2.27241179654476e-11,1.36621391833038,0.055,0.035,3.65971919833533e-07
"6369","SLC35C2",2.32654728187098e-11,0.181050612097259,0.069,0.105,3.74690439745322e-07
"6370","IGHV4-61",2.33966434829323e-11,-11.4330689680005,0,0.012,3.76802943292625e-07
"6371","SLC6A20",2.42026204697285e-11,-4.1074766563525,0,0.012,3.89783202664978e-07
"6372","NUDCD3",2.43092248824007e-11,0.169846964235297,0.051,0.083,3.91500066731064e-07
"6373","TAF1B",2.44767422606229e-11,-0.152026167757297,0.027,0.051,3.94197934107332e-07
"6374","S1PR5",2.44902839651426e-11,-7.92729968563876,0,0.012,3.94416023258622e-07
"6375","MCCC1",2.47374712093557e-11,0.204264159645474,0.028,0.052,3.98396973826673e-07
"6376","GKAP1",2.47913655413431e-11,-0.128620406577308,0.018,0.04,3.9926494204333e-07
"6377","ETV2",2.50356648207952e-11,-1.33503232843035,0.005,0.02,4.03199381938907e-07
"6378","CTSV",2.51385178022436e-11,-1.83223883859703,0.001,0.014,4.04855829205133e-07
"6379","SNTB2",2.53131295915231e-11,-0.178676028397375,0.036,0.063,4.0766795207148e-07
"6380","CXXC4",2.5411766143657e-11,-0.473510883225383,0.005,0.021,4.09256493743595e-07
"6381","SLC29A4",2.58385497396829e-11,-3.41068707921731,0.001,0.013,4.16129843557594e-07
"6382","DMWD",2.61151790504609e-11,1.60516322319133,0.058,0.038,4.20584958607673e-07
"6383","IRF1",2.61948697942792e-11,0.495544956913941,0.401,0.399,4.21868378036866e-07
"6384","RUNX2",2.74083846834753e-11,1.11581938633044,0.058,0.038,4.4141203532737e-07
"6385","GNG4",2.79918279650267e-11,-4.78655889410699,0.001,0.012,4.50808389376756e-07
"6386","FAM220A",2.80030343088737e-11,-0.516440471702888,0.004,0.019,4.50988867544412e-07
"6387","FANCF",2.84051502982552e-11,0.125994588275626,0.024,0.048,4.574649455534e-07
"6388","PRDM4",2.84334691899095e-11,-0.369769172602763,0.02,0.043,4.57921021303493e-07
"6389","HIST2H2AC",2.84541603651938e-11,-0.448586747593567,0.019,0.04,4.58254252681446e-07
"6390","R3HCC1L",3.00135718407368e-11,-0.343886889984877,0.018,0.039,4.83368574495066e-07
"6391","AQP11",3.00145369591883e-11,2.42582229981256,0.033,0.019,4.83384117727728e-07
"6392","HERC6",3.01310430222173e-11,1.38876181429159,0.034,0.019,4.8526044787281e-07
"6393","RALGPS1",3.02777997702751e-11,-0.256052778633443,0.012,0.03,4.87623965300281e-07
"6394","KCNK12",3.04894116268468e-11,-2.81665529964979,0.002,0.014,4.91031974250368e-07
"6395","DSE",3.08381926425423e-11,-0.341002418449257,0.03,0.055,4.96649092508144e-07
"6396","RBMXL1",3.08437033669966e-11,1.45213465010781,0.079,0.057,4.9673784272548e-07
"6397","CCR5",3.09063345130907e-11,-3.66800387399705,0,0.012,4.97746517333325e-07
"6398","NUAK2",3.15088281726174e-11,-0.781885441718564,0.025,0.048,5.07449677720003e-07
"6399","CACNA1D",3.19374429831401e-11,-1.05216275318395,0.003,0.016,5.14352519243472e-07
"6400","INCENP",3.22676782751198e-11,-2.40513409256741,0.002,0.015,5.19670958620804e-07
"6401","NUDT18",3.30544051361005e-11,-0.725145514617125,0.012,0.031,5.32341194716898e-07
"6402","CRYZL1",3.30631663967273e-11,1.20231342182936,0.134,0.108,5.32482294819293e-07
"6403","HIST1H3D",3.32107789290742e-11,-1.90290254033829,0.004,0.018,5.3485959465274e-07
"6404","FDX1",3.32568648600291e-11,0.322346275923389,0.137,0.194,5.35601808570769e-07
"6405","SPRY4",3.33366946675939e-11,-0.918005633350217,0.008,0.024,5.36887467621599e-07
"6406","PREB",3.35976235308373e-11,0.208579214329843,0.068,0.105,5.41089726964134e-07
"6407","CLEC12A",3.37188734443995e-11,-7.84719800208276,0,0.011,5.43042456822054e-07
"6408","FAM222A",3.38004538043623e-11,2.63304390404095,0.015,0.006,5.44356308519254e-07
"6409","NIT1",3.39771759655654e-11,0.284677593101307,0.053,0.085,5.4720241892543e-07
"6410","TCP11L2",3.4914771660279e-11,-0.676944481130466,0.014,0.033,5.62302397588794e-07
"6411","BRIP1",3.54114330597276e-11,-4.16901027795497,0,0.012,5.70301129426913e-07
